finding_id,candidate_id,pmid,doi,title_en,topic_id,study_type,species,previous_level,decision,reason,retired_date,recovery_source
finding-pubmed-42703003,pubmed-42703003,42703003,10.1080/08923973.2026.2731357,Improvement of post-COVID-19 vaccination dysautonomia with GLP-1 receptor agonist.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42703057,pubmed-42703057,42703057,10.1080/0886022X.2026.2723684,Underdocumentation of laboratory-defined acute kidney injury in internal medicine wards: a retrospective cohort study.,blood-pressure-aging,human_cohort,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42703211,pubmed-42703211,42703211,10.1007/s40653-026-00860-z,Adverse Childhood Experiences: Biological Signatures of Stress.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42703386,pubmed-42703386,42703386,10.2147/CIA.S624555,Selection of an Appropriate Tool for Assessing Geriatric Frailty in Clinical Practice: A Narrative Review.,resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42703476,pubmed-42703476,42703476,10.21037/jgo-2026-0335,"Global, regional, and national burden of colorectal cancer attributable to modifiable risk factors, 1990-2021: a systematic analysis for the Global Burden of Disease Study 2021.",physical-activity-healthspan,metadata_only_needs_classification,needs_review,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42703559,pubmed-42703559,42703559,10.2147/COPD.S636134,Global Research Landscape and Clinical Hotspots in COPD-OSA Overlap Syndrome: A Bibliometric and Visualization Analysis.,sleep-aging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704033,pubmed-42704033,42704033,10.1002/jcla.70310,MicroRNA-Mediated Autophagy and Cardiovascular Diseases: Exploring the Crossroads of Atherosclerosis and Beyond.,autophagy-mitophagy,narrative_review,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704037,pubmed-42704037,42704037,10.2478/raon-2026-0044,Does age have an impact on surgical and oncologic outcomes after curative resection for gastric cancer: a ten-year single-centre retrospective study.,epigenetic-clocks,human_cohort,human,C,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704039,pubmed-42704039,42704039,10.2478/raon-2026-0046,Analysis of the effects of individualized nutrition and physical activities on body composition during the treatment of breast cancer patients.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704206,pubmed-42704206,42704206,10.1080/09638288.2026.2725138,Exploring the experience of time-restricted eating in veterans with spinal cord injury and obesity: a qualitative study.,time-restricted-eating,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704260,pubmed-42704260,42704260,10.1093/ageing/afag264,Standing strong and tall-improving mobility and balance in older Aboriginal people through the Ironbark program.,physical-activity-healthspan,human_randomized_or_clinical_trial,human,B,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704433,pubmed-42704433,42704433,10.1007/s00391-026-02646-2,"Interprofessional geriatric competencies in the DACH region (Germany, Austria and Switzerland) : Insights from a multinational multilingual open online survey.",resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704465,pubmed-42704465,42704465,10.1007/s00405-026-10552-x,Linking disease severity and mortality in obstructive sleep apnea: the role of the endothelial activation and stress index.,sleep-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704495,pubmed-42704495,42704495,10.1007/s00415-026-14127-y,GLP-1 receptor agonists vs DPP-4 inhibitors and neuropathic complications in type 2 diabetes.,glp1-weight-cardiometabolic,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704602,pubmed-42704602,42704602,10.1007/s40266-026-01321-w,"Influence of Ageing on the Pharmacology, Efficacy and Safety of Oral Targeted Therapies for Inflammatory Bowel Disease: Focus on Janus Kinase (JAK) Inhibitors and Sphingosine-1-Phosphate (S1P) Receptor Modulators.",resistance-training-muscle,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704752,pubmed-42704752,42704752,10.1159/kbr/adjag007,Cumulative Vascular Burden: The Prognostic Value of a Time-Weighted Cardio-Ankle Vascular Index in Haemodialysis Patients.,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704817,pubmed-42704817,42704817,10.1097/BRS.0000000000005857,Paraspinal Muscle Quality and Functional Outcome After Lumbar Spinal Stenosis Surgery.,resistance-training-muscle,human_cohort,human,C,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42704893,pubmed-42704893,42704893,10.1097/BRS.0000000000005859,Optimization is a Moving Target: A Continuous Modifiable Frailty Index (o-ASD-FI) Reflecting Optimization Prior to Complex Adult Spinal Deformity (ASD) Intervention.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42705247,pubmed-42705247,42705247,10.1016/S2468-2667(26)00168-4,"Global, regional, and national prevalence of second-hand smoke and attributable disease burden in 204 countries and territories, 1990-2023: a systematic analysis for the Global Burden of Disease Study 2023.",physical-activity-healthspan,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42705427,pubmed-42705427,42705427,10.1016/j.phrs.2026.108437,Reconfiguring the macrophage-centric intercellular network in pulmonary fibrosis: Emerging perspectives and therapeutic opportunities.,senolytics,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42705483,pubmed-42705483,42705483,10.1016/j.arr.2026.103354,From self-quantification to predictive ageing: Digital twins as a framework for healthy ageing and longevity.,microbiome-inflammaging,narrative_review,needs_review,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42705490,pubmed-42705490,42705490,10.1016/j.rmed.2026.109149,Determinants of sustained smoking among individuals with chronic respiratory diseases and effects on all-cause mortality: a population-based study.,dietary-pattern-longevity,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42705508,pubmed-42705508,42705508,10.1016/j.exger.2026.113309,Association between circadian syndrome and frailty progression among middle-aged and older adults in China: A longitudinal study based on CHARLS.,resistance-training-muscle,human_cohort,human,B,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42705518,pubmed-42705518,42705518,10.1016/j.envpol.2026.129110,Silver nanoparticles trigger pronounced immunotoxicity via disrupting gut microbiota in estuarine fish: a study highlighting particle size and the dynamic transformation.,microbiome-inflammaging,animal_study,animal,D,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42705550,pubmed-42705550,42705550,10.1016/j.spinee.2026.08.009,Impact of GLP-1 Dose Intensity on Perioperative and Long-Term Fusion Outcomes Following ACDF.,glp1-weight-cardiometabolic,human_cohort,human,C,retired_from_active_findings,topic_capacity_limit,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42705666,pubmed-42705666,42705666,10.1136/bmjopen-2026-123601,"Anthropometric, functional and lifestyle-related factors associated with testosterone levels among middle-aged men in Uzbekistan: protocol for a population-based cross-sectional study.",resistance-training-muscle,protocol_or_registered_plan,human,E,retired_from_active_findings,protocol_or_registered_plan,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42705807,pubmed-42705807,42705807,10.1016/j.jaip.2026.06.010,"Asthma in Older Adults: Clinical Patterns, Inflammatory Phenotypes, and Practical Management.",microbiome-inflammaging,narrative_review,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42706134,pubmed-42706134,42706134,10.3760/cma.j.cn112137-20260430-01184,[Comparison of clinical outcomes of DCB angioplasty versus DES implantation in patients with recently diagnosed cancer and coronary artery disease undergoing PCI].,blood-pressure-aging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42706366,pubmed-42706366,42706366,10.1038/s41598-026-68952-2,Machine learning identifies plasma-derived exosomal miRNAs associated with low muscle mass in Tibetan patients with rheumatoid arthritis.,resistance-training-muscle,metadata_only_needs_classification,human,E,retired_from_active_findings,topic_scope_mismatch,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42706473,pubmed-42706473,42706473,10.1007/s10926-026-10449-w,Predictors of Adherence to a videoconference-Based Therapeutic Exercise Intervention in Eldercare Workers: A Secondary Analysis of Participants in the ReViEEW Randomized Controlled Trial.,resistance-training-muscle,human_randomized_or_clinical_trial,human,C,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42706483,pubmed-42706483,42706483,10.1111/acel.70708,Muscle-Specific Upregulation of Timeless Mediates Exercise-Induced Amelioration of Age-Related Circadian Rhythm Disruption and Cardiac Dysfunction in Drosophila.,microbiome-inflammaging,metadata_only_needs_classification,human,E,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
finding-pubmed-42706511,pubmed-42706511,42706511,10.1177/13872877261485493,"Epidemiology, risk determinants, and research trends of dementia in Saudi Arabia: A systematic review.",blood-pressure-aging,systematic_review_or_meta_analysis,human,A,retired_from_active_findings,title_topic_signal_missing,2026-09-13,Git history and prior public-data snapshots
